,temp_c,precipitation_mm,depth_midpoint_previous,depth_midpoint_current,soc_g_kg_previous,soc_mg_ha_previous,latitud,longitud,elevation,slope,slopeclass,aspect,hillshade,rougness,cwd,pt10,avg_percipitation,bd_avg,ph_avg,cat_avg,clay_avg,slit_avg,sand_avg,gridsoc_g_kg_avg,soc_change_mg
795,23.0,1462.0,25.0,25.0,14.0,78.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-14.599999999999994
796,23.0,1462.0,50.0,50.0,12.933333333333332,121.9,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-21.30000000000001
797,23.0,1462.0,15.0,15.0,14.0,105.6,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-43.49999999999999
798,23.0,1462.0,25.0,25.0,14.0,140.9,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-46.400000000000006
799,23.0,1462.0,50.0,50.0,12.933333333333332,201.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-49.70000000000002
800,23.0,1462.0,15.0,15.0,14.0,85.3,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-17.599999999999994
801,23.0,1462.0,25.0,25.0,14.0,110.5,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-17.700000000000003
802,23.0,1462.0,50.0,50.0,12.933333333333332,151.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-12.400000000000006
803,23.0,1462.0,15.0,15.0,14.0,85.3,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-22.9
804,23.0,1462.0,25.0,25.0,14.0,110.5,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-23.799999999999997
805,23.0,1462.0,50.0,50.0,12.933333333333332,151.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-21.5
806,23.0,1462.0,15.0,15.0,14.0,69.6,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-7.299999999999997
807,23.0,1462.0,25.0,25.0,14.0,97.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-4.299999999999997
808,23.0,1462.0,50.0,50.0,12.933333333333332,148.5,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,1.6999999999999886
809,23.0,1462.0,15.0,15.0,14.0,70.5,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,20.599999999999994
810,23.0,1462.0,25.0,25.0,14.0,98.2,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,34.499999999999986
811,23.0,1462.0,50.0,50.0,12.933333333333332,145.7,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,52.5
812,23.0,1462.0,15.0,15.0,14.0,75.7,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-1.1000000000000085
813,23.0,1462.0,25.0,25.0,14.0,109.1,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,4.400000000000006
814,23.0,1462.0,50.0,50.0,12.933333333333332,169.0,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,13.699999999999989
815,23.0,1462.0,15.0,15.0,14.0,67.3,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,5.299999999999997
816,23.0,1462.0,25.0,25.0,14.0,95.7,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,3.700000000000003
817,23.0,1462.0,50.0,50.0,12.933333333333332,153.4,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,2.5
818,23.0,1462.0,15.0,15.0,14.0,72.9,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-6.900000000000006
819,23.0,1462.0,25.0,25.0,14.0,110.7,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-14.400000000000006
820,23.0,1462.0,50.0,50.0,12.933333333333332,177.9,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-28.0
821,23.0,1462.0,15.0,15.0,14.0,73.1,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-3.5999999999999943
822,23.0,1462.0,25.0,25.0,14.0,102.1,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,0.30000000000001137
823,23.0,1462.0,50.0,50.0,12.933333333333332,153.2,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,10.800000000000011
824,23.0,1462.0,15.0,15.0,14.0,55.5,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-4.799999999999997
825,23.0,1462.0,25.0,25.0,14.0,77.1,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-5.8999999999999915
826,23.0,1462.0,50.0,50.0,12.933333333333332,119.4,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-9.100000000000009
827,23.0,1462.0,15.0,15.0,14.0,71.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-12.599999999999994
828,23.0,1462.0,25.0,25.0,14.0,96.7,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-5.700000000000003
829,23.0,1462.0,50.0,50.0,12.933333333333332,139.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,3.3999999999999773
830,23.0,1462.0,15.0,15.0,14.0,51.4,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-1.3999999999999986
831,23.0,1462.0,25.0,25.0,14.0,68.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,2.5
832,23.0,1462.0,50.0,50.0,12.933333333333332,101.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,12.100000000000009
833,23.0,1462.0,15.0,15.0,14.0,86.9,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-20.30000000000001
834,23.0,1462.0,25.0,25.0,14.0,113.2,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-20.400000000000006
835,23.0,1462.0,50.0,50.0,12.933333333333332,155.4,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,-23.099999999999994
836,23.0,1462.0,15.0,15.0,14.0,53.8,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,0.9000000000000057
837,23.0,1462.0,25.0,25.0,14.0,73.5,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,3.4000000000000057
838,23.0,1462.0,50.0,50.0,12.933333333333332,104.3,-18.48,-49.14,535.0,90.0,3.0,273.37,158.33,16.0,-507.33,43.96,272.0,1319.0,57.25,11.75,44.0,19.5,36.5,14.5,12.200000000000003
839,22.0,1585.0,15.0,15.0,16.19333333333333,111.3,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-22.89999999999999
840,22.0,1585.0,25.0,25.0,16.06,159.4,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-24.700000000000017
841,22.0,1585.0,50.0,50.0,15.126666666666665,234.0,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-26.400000000000006
842,22.0,1585.0,15.0,15.0,16.19333333333333,51.2,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,0.5999999999999943
843,22.0,1585.0,25.0,25.0,16.06,84.8,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-5.099999999999994
844,22.0,1585.0,50.0,50.0,15.126666666666665,142.0,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-12.199999999999989
845,22.0,1585.0,15.0,15.0,16.19333333333333,66.4,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,3.299999999999997
846,22.0,1585.0,25.0,25.0,16.06,96.9,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,6.299999999999997
847,22.0,1585.0,50.0,50.0,15.126666666666665,152.7,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,3.700000000000017
848,22.0,1585.0,15.0,15.0,16.19333333333333,94.6,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-14.299999999999997
849,22.0,1585.0,25.0,25.0,16.06,139.0,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-18.799999999999997
850,22.0,1585.0,50.0,50.0,15.126666666666665,217.5,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-24.30000000000001
851,22.0,1585.0,15.0,15.0,16.19333333333333,103.7,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-25.60000000000001
852,22.0,1585.0,25.0,25.0,16.06,144.8,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-26.30000000000001
853,22.0,1585.0,50.0,50.0,15.126666666666665,208.9,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-21.900000000000006
854,22.0,1585.0,15.0,15.0,16.19333333333333,94.6,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-4.3999999999999915
855,22.0,1585.0,25.0,25.0,16.06,139.0,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-6.699999999999989
856,22.0,1585.0,50.0,50.0,15.126666666666665,217.5,-18.01,-49.37,801.0,0.0,3.0,100.71,0.0,11.36,-431.46,49.02,284.0,1329.5,53.0,10.0,32.25,13.5,54.25,13.25,-16.69999999999999
857,15.5,1547.5,10.0,10.0,13.71,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
858,15.5,1547.5,30.0,30.0,4.46,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
859,15.5,1547.5,50.0,50.0,3.35,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
860,15.5,1547.5,70.0,70.0,2.52,53.36333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.506666666666661
861,15.5,1547.5,10.0,10.0,13.71,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
862,15.5,1547.5,30.0,30.0,4.46,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
863,15.5,1547.5,50.0,50.0,3.35,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
864,15.5,1547.5,70.0,70.0,2.52,53.36333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.506666666666661
865,15.5,1547.5,10.0,10.0,13.71,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
866,15.5,1547.5,30.0,30.0,4.46,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
867,15.5,1547.5,50.0,50.0,3.35,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
868,15.5,1547.5,70.0,70.0,2.52,53.36333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.506666666666661
869,15.5,1547.5,10.0,10.0,13.71,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
870,15.5,1547.5,30.0,30.0,4.46,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
871,15.5,1547.5,50.0,50.0,3.35,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
872,15.5,1547.5,70.0,70.0,2.52,53.36333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.506666666666661
873,15.5,1547.5,10.0,10.0,13.71,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
874,15.5,1547.5,30.0,30.0,4.46,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
875,15.5,1547.5,50.0,50.0,3.35,38.093333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.240000000000002
876,15.5,1547.5,70.0,70.0,2.52,53.36333333333334,29.68,118.23,144.0,89.99,3.0,158.96,0.0,11.36,-35.71,60.52,54.0,1341.67,57.25,12.0,22.5,44.75,32.75,50.75,4.506666666666661
877,7.0,146.0,15.0,15.0,6.03,18.27,44.78,86.15,358.0,90.0,2.0,270.0,0.0,2.45,-1043.08,8.43,5.0,1337.33,84.0,16.25,20.75,44.25,35.0,17.0,1.8166666666666664
878,7.0,146.0,15.0,15.0,6.03,18.27,44.78,86.15,358.0,90.0,2.0,270.0,0.0,2.45,-1043.08,8.43,5.0,1337.33,84.0,16.25,20.75,44.25,35.0,17.0,1.8166666666666664
879,15.4,1500.0,5.0,5.0,22.71,74.63333333333334,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-8.166666666666671
880,15.4,1500.0,15.0,15.0,17.34,89.03333333333335,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.26666666666668
881,15.4,1500.0,25.0,25.0,11.86,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
882,15.4,1500.0,35.0,35.0,8.54,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
883,15.4,1500.0,5.0,5.0,22.71,74.63333333333334,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-8.166666666666671
884,15.4,1500.0,15.0,15.0,17.34,89.03333333333335,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.26666666666668
885,15.4,1500.0,25.0,25.0,11.86,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
886,15.4,1500.0,35.0,35.0,8.54,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
887,15.4,1500.0,5.0,5.0,22.71,74.63333333333334,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-8.166666666666671
888,15.4,1500.0,15.0,15.0,17.34,89.03333333333335,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.26666666666668
889,15.4,1500.0,25.0,25.0,11.86,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
890,15.4,1500.0,35.0,35.0,8.54,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
891,15.4,1500.0,5.0,5.0,22.71,74.63333333333334,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-8.166666666666671
892,15.4,1500.0,15.0,15.0,17.34,89.03333333333335,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.26666666666668
893,15.4,1500.0,25.0,25.0,11.86,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
894,15.4,1500.0,35.0,35.0,8.54,89.03333333333332,29.97,103.03,1164.0,89.99,6.0,294.1,158.33,222.19,-102.46,53.04,18.0,1121.67,59.5,15.25,29.75,42.75,27.5,73.0,-7.2666666666666515
895,24.9,2160.0,15.0,15.0,12.37,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
896,24.9,2160.0,15.0,15.0,12.37,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
897,24.9,2160.0,15.0,15.0,12.37,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
898,24.9,2160.0,15.0,15.0,12.37,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
899,24.9,2160.0,15.0,15.0,11.34,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
900,24.9,2160.0,15.0,15.0,11.34,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
901,24.9,2160.0,15.0,15.0,11.34,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
902,24.9,2160.0,15.0,15.0,11.34,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
903,24.9,2160.0,15.0,15.0,8.28,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
904,24.9,2160.0,15.0,15.0,8.28,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
905,24.9,2160.0,15.0,15.0,8.28,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
906,24.9,2160.0,15.0,15.0,8.28,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
907,24.9,2160.0,15.0,15.0,5.94,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
908,24.9,2160.0,15.0,15.0,5.94,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
909,24.9,2160.0,15.0,15.0,5.94,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
910,24.9,2160.0,15.0,15.0,5.94,955.0,19.9,109.73,40.0,0.0,3.0,143.13,0.0,7.94,-648.79,49.22,19.0,1383.0,59.25,13.75,22.5,24.25,53.25,32.75,-68.33333333333337
911,18.9,1515.0,10.0,10.0,18.79,112.43333333333334,24.17,97.75,930.0,90.0,5.0,71.57,0.0,3.61,-356.17,49.71,9.0,1349.33,56.0,14.25,31.0,36.0,33.0,41.25,-12.233333333333334
912,18.9,1515.0,10.0,10.0,14.59,112.43333333333334,24.17,97.75,930.0,90.0,5.0,71.57,0.0,3.61,-356.17,49.71,9.0,1349.33,56.0,14.25,31.0,36.0,33.0,41.25,-12.233333333333334
913,21.0,1650.0,10.0,10.0,9.22,41.33,22.85,110.02,193.0,90.0,4.0,44.03,0.0,152.43,-126.58,47.84,45.0,1294.0,55.0,12.5,26.25,27.0,46.75,41.0,3.5333333333333385
914,21.0,1650.0,10.0,10.0,9.22,41.33,22.85,110.02,193.0,90.0,4.0,44.03,0.0,152.43,-126.58,47.84,45.0,1294.0,55.0,12.5,26.25,27.0,46.75,41.0,3.5333333333333385
915,21.0,1650.0,10.0,10.0,9.22,41.33,22.85,110.02,193.0,90.0,4.0,44.03,0.0,152.43,-126.58,47.84,45.0,1294.0,55.0,12.5,26.25,27.0,46.75,41.0,3.5333333333333385
916,5.6,423.0,10.0,10.0,22.9,72.72000000000001,45.0,127.0,167.0,90.0,2.0,270.0,0.0,2.83,-318.67,40.74,3.0,1115.0,63.25,29.5,25.5,47.25,27.25,41.0,2.4333333333333087
