ID;IDstudy;plotID;country;region;temperature_Celsiul;precipitation_mm;climate;Latitud;Longitud;bedrock;soil_type;USDA;TYPE_CHANGE;CROP_current;CROP_type;cropAGE;current_land_use;LUC_this_study;previous_land_use;years_since_luc;TEMPORAL_only_this study;timeTEMPORAL;CHANGE_management;year_since_MANAGEMENT_CHANGE;soil_treatments;tillageYESNO;tillage_type;fertilizerYESNO;fet_type;rate_fertilizer_kh_ha;pesticides;org_amendYESNO;org_amend_type;prev_man;SINGLE_DATA-MULTIPLE_SINGLEAMPLING;DIF_DEPTH_current_point;CONTI_DEPTH;NUM_DEPTH;year_measure;N_plots_current;N_sample_per_plot_current;N_measured_current;soil_from_cm_current;soil_to_cm_current;depth_midpoint_current;bulk_density_Mg_m3_current;%clay_current;%silt_current;%sand_current;ph_current;SOC_g_kg_current;sd_SOC_gkg_current;SOC_Mg_ha_current;sd_SOC_Mgha_current;N_plots_previous;N_sample_per_plot_previous;N_measured_current;soil_from_cm_previous;soil_to_cm_previous;depth_midpoint_previous;Bulkdensity_previous;%clay_previous;%silt_previous;%sand_previous;ph_previous;SOC_g_kg_previous;sd_SOC_gkg_previous;SOC_Mg_ha_previous;sd_SOC_Mgha_previous;yearPpub
1235;146;510;USA;Highmore;7;523;Temperate;44.51861;-99.44111;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;3;2006;1;6;6;0;30;15;1.17;NA;NA;NA;8.13;NA;NA;75.03;NA;1;6;6;0;30;15;1.27;24.6;41.6;33.9;NA;NA;NA;63.13;NA;2008
1236;146;511;USA;Highmore;7;523;Temperate;44.51861;-99.44111;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;4;2006;1;6;6;0;30;15;1.15;NA;NA;NA;8.42;NA;NA;72.09;NA;1;6;6;0;30;15;1.18;27.4;41.3;31.3;NA;NA;NA;66.69;NA;2008
1237;146;512;USA;Highmore;7;523;Temperate;44.51861;-99.44111;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;5;2006;1;6;6;0;30;15;1.31;NA;NA;NA;7.38;NA;NA;88.55;NA;1;6;6;0;30;15;1.25;26.9;47.6;25.5;NA;NA;NA;80.96;NA;2008
1238;146;513;USA;Highmore;7;523;Temperate;44.51861;-99.44111;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;6;2006;1;6;6;0;30;15;1.2;NA;NA;NA;6.65;NA;NA;55.36;NA;1;6;6;0;30;15;1.35;22.7;43.2;34.1;NA;NA;NA;63.14;NA;2008
1239;146;514;USA;Highmore;7;523;Temperate;44.51861;-99.44111;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;7;2006;1;6;6;0;30;15;1.14;NA;NA;NA;6.38;NA;NA;69.18;NA;1;6;6;0;30;15;1.28;25.4;49.8;24.8;NA;NA;NA;59.97;NA;2008
1240;146;515;USA;Highmore;7;523;Temperate;44.51861;-99.44111;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;8;2006;1;6;6;0;30;15;1.11;NA;NA;NA;6.25;NA;NA;85.22;NA;1;6;6;0;30;15;1.19;33.7;50.9;15.4;NA;NA;NA;71.24;NA;2008
1241;146;516;USA;Ethan;8;584;Temperate;43.54583;-97.98333;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;9;2006;1;6;6;0;30;15;1.14;NA;NA;NA;6.83;NA;NA;43.72;NA;1;6;6;0;30;15;1.36;27.4;38.2;34.4;NA;NA;NA;57.5;NA;2008
1242;146;517;USA;Ethan;8;584;Temperate;43.54583;-97.98333;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;10;2006;1;6;6;0;30;15;1.4;NA;NA;NA;6.38;NA;NA;51.07;NA;1;6;6;0;30;15;1.21;29.6;37.6;32.8;NA;NA;NA;49.88;NA;2008
1243;146;518;USA;Ethan;8;584;Temperate;43.54583;-97.98333;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;11;2006;1;6;6;0;30;15;1.28;NA;NA;NA;6.8;NA;NA;48.95;NA;1;6;6;0;30;15;1.32;27;36.8;36.2;NA;NA;NA;57.91;NA;2008
1244;146;519;USA;Ethan;8;584;Temperate;43.54583;-97.98333;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;12;2006;1;6;6;0;30;15;1.3;NA;NA;NA;6.48;NA;NA;51.97;NA;1;6;6;0;30;15;1.42;26.4;36.8;36.8;NA;NA;NA;49.57;NA;2008
1245;146;520;USA;Ethan;8;584;Temperate;43.54583;-97.98333;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;13;2006;1;6;6;0;30;15;1.09;NA;NA;NA;6.4;NA;NA;44.55;NA;1;6;6;0;30;15;1.2;30.9;40.4;28.7;NA;NA;NA;50.93;NA;2008
1246;146;521;USA;Ethan;8;584;Temperate;43.54583;-97.98333;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;14;2006;1;6;6;0;30;15;1.39;NA;NA;NA;6.38;NA;NA;55.25;NA;1;6;6;0;30;15;1.32;26.9;32.8;40.3;NA;NA;NA;48.99;NA;2008
1247;146;522;USA;Munich;3;463;Temperate;48.669516;-98.835677;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;15;2006;1;6;6;0;30;15;1.22;NA;NA;NA;7.75;NA;NA;95.18;NA;1;6;6;0;30;15;1.25;34.5;50.3;15.2;NA;NA;NA;82.92;NA;2008
1248;146;523;USA;Munich;3;463;Temperate;48.669516;-98.835677;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;16;2006;1;6;6;0;30;15;1.3;NA;NA;NA;7.85;NA;NA;61;NA;1;6;6;0;30;15;1.32;30.7;39.2;30.1;NA;NA;NA;66.78;NA;2008
1249;146;524;USA;Munich;3;463;Temperate;48.669516;-98.835677;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;17;2006;1;6;6;0;30;15;1.4;NA;NA;NA;8.28;NA;NA;86.79;NA;1;6;6;0;30;15;1.39;22;26.9;51.1;NA;NA;NA;92.63;NA;2008
1250;146;525;USA;Munich;3;463;Temperate;48.669516;-98.835677;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;18;2006;1;6;6;0;30;15;1.34;NA;NA;NA;8.68;NA;NA;87.98;NA;1;6;6;0;30;15;1.27;26.4;34.4;39.3;NA;NA;NA;81.77;NA;2008
1251;146;526;USA;Munich;3;463;Temperate;48.669516;-98.835677;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;19;2006;1;6;6;0;30;15;1.31;NA;NA;NA;8.32;NA;NA;81.32;NA;1;6;6;0;30;15;1.38;25.7;35.8;38.5;NA;NA;NA;72.09;NA;2008
1252;146;527;USA;Munich;3;463;Temperate;48.669516;-98.835677;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;20;2006;1;6;6;0;30;15;1.2;NA;NA;NA;8.47;NA;NA;115.35;NA;1;6;6;0;30;15;1.24;32.7;37.9;29.5;NA;NA;NA;81.14;NA;2008
1253;146;528;USA;Streeter;5;440;Temperate;46.65778;-99.35778;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;21;2006;1;6;6;0;30;15;1.19;NA;NA;NA;8.2;NA;NA;78.78;NA;1;6;6;0;30;15;1.15;33.2;34.4;32.4;NA;NA;NA;79.27;NA;2008
1254;146;529;USA;Streeter;5;440;Temperate;46.65778;-99.35778;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;22;2006;1;6;6;0;30;15;1.19;NA;NA;NA;6.65;NA;NA;69.72;NA;1;6;6;0;30;15;1.33;33.2;31.3;35.5;NA;NA;NA;67.35;NA;2008
1255;146;530;USA;Streeter;5;440;Temperate;46.65778;-99.35778;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;23;2006;1;6;6;0;30;15;1.02;NA;NA;NA;6.83;NA;NA;109.32;NA;1;6;6;0;30;15;1.12;22.1;33.4;44.5;NA;NA;NA;101.72;NA;2008
1256;146;531;USA;Streeter;5;440;Temperate;46.65778;-99.35778;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;24;2006;1;6;6;0;30;15;1.1;NA;NA;NA;8.02;NA;NA;82.99;NA;1;6;6;0;30;15;1.12;19.2;23.5;57.4;NA;NA;NA;74.53;NA;2008
1257;146;532;USA;Streeter;5;440;Temperate;46.65778;-99.35778;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;25;2006;1;6;6;0;30;15;1.14;NA;NA;NA;7.47;NA;NA;81.13;NA;1;6;6;0;30;15;NA;14.9;23.5;61.7;NA;NA;NA;59.79;NA;2008
1258;146;533;USA;Streeter;5;440;Temperate;46.65778;-99.35778;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;26;2006;1;6;6;0;30;15;1;NA;NA;NA;6.07;NA;NA;105.15;NA;1;6;6;0;30;15;1.09;17.6;23.8;58.7;NA;NA;NA;102.4;NA;2008
1259;146;534;USA;Bristol;6;521;Temperate;45.34528;-97.75083;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;27;2006;1;6;6;0;30;15;1.28;NA;NA;NA;7.25;NA;NA;70.79;NA;1;6;6;0;30;15;1.17;27.9;34;38.1;NA;NA;NA;78.9;NA;2008
1260;146;535;USA;Bristol;6;521;Temperate;45.34528;-97.75083;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;28;2006;1;6;6;0;30;15;1.23;NA;NA;NA;8.08;NA;NA;82.97;NA;1;6;6;0;30;15;1.23;28.2;32.7;39.2;NA;NA;NA;69.17;NA;2008
1261;146;536;USA;Bristol;6;521;Temperate;45.34528;-97.75083;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;29;2006;1;6;6;0;30;15;1.19;NA;NA;NA;6.62;NA;NA;104.72;NA;1;6;6;0;30;15;1.17;27.3;49.7;23;NA;NA;NA;98.86;NA;2008
1262;146;537;USA;Bristol;6;521;Temperate;45.34528;-97.75083;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;30;2006;1;6;6;0;30;15;1.34;NA;NA;NA;8.37;NA;NA;85.3;NA;1;6;6;0;30;15;1.18;29.6;32.8;37.6;NA;NA;NA;68.4;NA;2008
1263;146;538;USA;Bristol;6;521;Temperate;45.34528;-97.75083;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;31;2006;1;6;6;0;30;15;1.26;NA;NA;NA;8.17;NA;NA;82.75;NA;1;6;6;0;30;15;1.2;28;31.3;40.7;NA;NA;NA;68.01;NA;2008
1264;146;539;USA;Bristol;6;521;Temperate;45.34528;-97.75083;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;32;2006;1;6;6;0;30;15;1.44;NA;NA;NA;8.15;NA;NA;155.38;NA;1;6;6;0;30;15;1.3;28.9;35.5;35.6;NA;NA;NA;68.57;NA;2008
1265;146;540;USA;Huron;7;863;Temperate;45;-82.5;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;33;2006;1;6;6;0;30;15;1.29;NA;NA;NA;6.32;NA;NA;62.92;NA;1;6;6;0;30;15;1.43;33.3;33.3;33.4;NA;NA;NA;59.01;NA;2008
1266;146;541;USA;Huron;7;863;Temperate;45;-82.5;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;34;2006;1;6;6;0;30;15;1.3;NA;NA;NA;6.35;NA;NA;55.05;NA;1;6;6;0;30;15;1.37;21.7;34.5;43.7;NA;NA;NA;67.09;NA;2008
1267;146;542;USA;Huron;7;863;Temperate;45;-82.5;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;35;2006;1;6;6;0;30;15;1.3;NA;NA;NA;6.63;NA;NA;53.25;NA;1;6;6;0;30;15;1.38;19.3;23.9;56.8;NA;NA;NA;61.39;NA;2008
1268;146;543;USA;Huron;7;863;Temperate;45;-82.5;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;36;2006;1;6;6;0;30;15;1.37;NA;NA;NA;5.77;NA;NA;66.14;NA;1;6;6;0;30;15;1.4;15.4;24.5;60.1;NA;NA;NA;62.08;NA;2008
1269;146;544;USA;Huron;7;863;Temperate;45;-82.5;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;37;2006;1;6;6;0;30;15;1.32;NA;NA;NA;6.4;NA;NA;60.9;NA;1;6;6;0;30;15;1.45;17.8;23.8;58.4;NA;NA;NA;61.25;NA;2008
1270;146;545;USA;Huron;7;863;Temperate;45;-82.5;NA;NA;NA;TEMP;Switchgrass;grass;5;bioenergy;NO;NA;NA;YES;5;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;38;2006;1;6;6;0;30;15;1.32;NA;NA;NA;7.27;NA;NA;53.72;NA;1;6;6;0;30;15;1.46;16.3;20.6;63.2;NA;NA;NA;57.17;NA;2008
1271;147;546;italy;Perugia;13;737;Mediterranean;43.1107;12.3908;NA;Calcic_Haploxerol;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;3;3;0;20;10;NA;36;18;46;NA;18.5;NA;47.32;NA;NA;3;3;0;20;10;NA;NA;NA;NA;NA;14.2;NA;37.77;NA;2013
1272;147;546;italy;Perugia;13;737;Mediterranean;43.1107;12.3908;NA;Calcic_Haploxerol;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;3;3;0;20;10;NA;36;18;46;NA;16.1;NA;42.04;NA;NA;3;3;0;20;10;NA;NA;NA;NA;NA;14.2;NA;37.77;NA;2013
1273;147;547;Spain;Jaen;17;557;Mediterranean;37.7796;-3.7849;NA;Anthropic_Regosol;NA;TEMP;Olive;woody;28;food;NO;NA;NA;YES;28;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;9.44;NA;38.99;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;4.99;NA;22.8;NA;2013
1274;147;547;Spain;Jaen;17;557;Mediterranean;37.7796;-3.7849;NA;Anthropic_Regosol;NA;TEMP;Olive;woody;28;food;NO;NA;NA;YES;28;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;4.99;NA;22.8;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;4.99;NA;22.8;NA;2013
1275;147;547;Spain;Jaen;17;557;Mediterranean;37.7796;-3.7849;NA;Anthropic_Regosol;NA;TEMP;Olive;woody;28;food;NO;NA;NA;YES;28;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;7.3;NA;30.29;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;4.99;NA;22.8;NA;2013
1276;147;547;Spain;Jaen;17;557;Mediterranean;37.7796;-3.7849;NA;Anthropic_Regosol;NA;TEMP;Olive;woody;28;food;NO;NA;NA;YES;28;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;10.74;NA;42.13;NA;NA;7;7;0;30;15;NA;NA;NA;NA;NA;4.99;NA;22.8;NA;2013
1277;147;548;Spain;Cordoba;18;548;Mediterranean;37.8882;-4.7794;NA;Typic_Haploxerert_(SSS?_199)_o_Vertisol_(FAO);NA;TEMP;Olive;woody;7;food;NO;NA;NA;YES;7;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;6;6;0;10;5;NA;49;47;3;NA;5.28;NA;7.95;NA;NA;6;6;0;10;5;NA;NA;NA;NA;NA;6.21;NA;9.02;NA;2013
1278;147;548;Spain;Cordoba;18;548;Mediterranean;37.8882;-4.7794;NA;Typic_Haploxerert_(SSS?_199)_o_Vertisol_(FAO);NA;TEMP;Olive;woody;7;food;NO;NA;NA;YES;7;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;6;6;0;10;5;NA;49;47;3;NA;7.37;NA;10.58;NA;NA;6;6;0;10;5;NA;NA;NA;NA;NA;6.21;NA;9.02;NA;2013
1279;147;548;Spain;Cordoba;18;548;Mediterranean;37.8882;-4.7794;NA;Typic_Haploxerert_(SSS?_199)_o_Vertisol_(FAO);NA;TEMP;Olive;woody;7;food;NO;NA;NA;YES;7;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;no;NA;1;NA;NA;6;6;0;10;5;NA;49;47;3;NA;9.28;NA;12.96;NA;NA;6;6;0;10;5;NA;NA;NA;NA;NA;6.21;NA;9.02;NA;2013
1280;147;549;Spain;Toledo;16;347;Mediterranean;39.8628;-4.0273;NA;Soil_association_comprised_of_calcic_luvisols?_and_calcic_and_gleic_cambisols_overlying_arkoses_together_with_eutric_fluvisols_and_eutric_and_distric_regosols_over_alluvio-coluvial_sediments;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;20;10;NA;6;13.5;80.5;NA;3.3;NA;10.63;NA;NA;3;3;0;20;10;NA;NA;NA;NA;NA;2.6;NA;8.61;NA;2013
1281;147;550;Spain;Toledo;16;347;Mediterranean;39.8628;-4.0273;NA;Soil_association_comprised_of_calcic_luvisols?_and_calcic_and_gleic_cambisols_overlying_arkoses_together_with_eutric_fluvisols_and_eutric_and_distric_regosols_over_alluvio-coluvial_sediments;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;20;10;NA;6;13.5;80.5;NA;3.4;NA;10.91;NA;NA;3;3;0;20;10;NA;NA;NA;NA;NA;2.5;NA;8.32;NA;2013
1282;147;551;Spain;Toledo;16;347;Mediterranean;39.8628;-4.0273;NA;Soil_association_comprised_of_calcic_luvisols?_and_calcic_and_gleic_cambisols_overlying_arkoses_together_with_eutric_fluvisols_and_eutric_and_distric_regosols_over_alluvio-coluvial_sediments;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;20;10;NA;6;13.5;80.5;NA;1.8;NA;6.22;NA;NA;3;3;0;20;10;NA;NA;NA;NA;NA;2.1;NA;7.13;NA;2013
1283;147;552;Spain;Toledo;16;347;Mediterranean;39.8628;-4.0273;NA;Soil_association_comprised_of_calcic_luvisols?_and_calcic_and_gleic_cambisols_overlying_arkoses_together_with_eutric_fluvisols_and_eutric_and_distric_regosols_over_alluvio-coluvial_sediments;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;20;10;NA;6;13.5;80.5;NA;1.7;NA;5.91;NA;NA;3;3;0;20;10;NA;NA;NA;NA;NA;2.8;NA;9.2;NA;2013
1284;147;553;Spain;Toledo;16;347;Mediterranean;39.8628;-4.0273;NA;Soil_association_comprised_of_calcic_luvisols?_and_calcic_and_gleic_cambisols_overlying_arkoses_together_with_eutric_fluvisols_and_eutric_and_distric_regosols_over_alluvio-coluvial_sediments;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;YES;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;20;10;NA;6;13.5;80.5;NA;1.9;NA;6.52;NA;NA;3;3;0;20;10;NA;NA;NA;NA;NA;2.8;NA;9.2;NA;2013
1285;147;554;Spain;Spain;NA;NA;Mediterranean;NA;NA;NA;NA;NA;TEMP;Olive;woody;3;food;NO;NA;NA;YES;3;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NO;NA;1;NA;NA;NA;1;0;100;50;NA;55;37;8;NA;10.55;NA;146.33;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;4.5;NA;69.79;NA;2013
1286;147;555;Spain;Spain;NA;NA;Mediterranean;NA;NA;NA;NA;NA;TEMP;Olive;woody;3;food;NO;NA;NA;YES;3;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NO;NA;1;NA;NA;NA;1;0;100;50;NA;55;37;8;NA;13.05;NA;175.66;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;4.5;NA;69.79;NA;2013
1287;147;556;Portugal;Portugal;17;500;Mediterranean;NA;NA;NA;Cutanic_Luvisol;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;30;15;NA;19.7;19.7;60.6;NA;11.9;NA;40.57;NA;NA;3;3;0;30;15;NA;NA;NA;NA;NA;13.3;NA;44.64;NA;2013
1288;147;557;Portugal;Portugal;17;500;Mediterranean;NA;NA;NA;Cutanic_Luvisol;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;30;15;NA;19.7;19.7;60.6;NA;19.5;NA;61.85;NA;NA;3;3;0;30;15;NA;NA;NA;NA;NA;13.3;NA;44.64;NA;2013
1289;147;558;Portugal;Portugal;17;500;Mediterranean;NA;NA;NA;Cutanic_Luvisol;NA;TEMP;Olive;woody;5;food;NO;NA;NA;YES;5;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;30;15;NA;19.7;19.7;60.6;NA;33.5;NA;97.54;NA;NA;3;3;0;30;15;NA;NA;NA;NA;NA;13.3;NA;44.64;NA;2013
1290;147;559;Portugal;Portugal;NA;NA;Mediterranean;NA;NA;NA;Cutanic_Luvisol;NA;TEMP;Olive;woody;8;food;NO;NA;NA;YES;8;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;25;12.5;NA;NA;NA;NA;NA;10.26;NA;35.71;NA;NA;3;3;0;25;12.5;NA;NA;NA;NA;NA;13.3;NA;44.64;NA;2013
1291;147;560;Portugal;Portugal;NA;NA;Mediterranean;NA;NA;NA;Cutanic_Luvisol;NA;TEMP;Olive;woody;8;food;NO;NA;NA;YES;8;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;25;12.5;NA;NA;NA;NA;NA;33.5;NA;97.54;NA;NA;3;3;0;25;12.5;NA;NA;NA;NA;NA;13.3;NA;44.64;NA;2013
1292;147;561;Portugal;Portugal;NA;NA;Mediterranean;NA;NA;NA;Cutanic_Luvisol;NA;TEMP;Olive;woody;8;food;NO;NA;NA;YES;8;NO;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;NO;NA;1;NA;NA;3;3;0;25;12.5;NA;NA;NA;NA;NA;48.1;NA;131.69;NA;NA;3;3;0;25;12.5;NA;NA;NA;NA;NA;13.3;NA;44.64;NA;2013
